top - 20:23:23 up  3:15,  2 users,  load average: 35.26, 39.98, 31.77
Tasks: 493 total,   1 running, 492 sleeping,   0 stopped,   0 zombie
Cpu(s): 10.9%us,  0.6%sy,  0.1%ni, 87.9%id,  0.1%wa,  0.0%hi,  0.1%si,  0.3%st
Mem:  61722916k total, 40832272k used, 20890644k free,   110072k buffers
Swap:        0k total,        0k used,        0k free, 22224360k cached

  PID USER      PR  NI  VIRT  RES  SHR S %CPU %MEM    TIME+  COMMAND            
19711 cassandr  20   0 36.5g  33g  17g S  0.0 56.8   0:01.97 java               
19716 cassandr  20   0 36.5g  33g  17g S  0.0 56.8   0:00.02 java               
19717 cassandr  20   0 36.5g  33g  17g S  0.0 56.8   0:00.00 java               
19718 cassandr  20   0 36.5g  33g  17g S  0.0 56.8   0:00.00 java               
19719 cassandr  20   0 36.5g  33g  17g S  0.0 56.8   0:00.07 java               
19741 cassandr  24   4 36.5g  33g  17g S  0.0 56.8   0:03.99 java               
19774 cassandr  20   0 36.5g  33g  17g S  0.0 56.8   0:02.31 java               
19775 cassandr  20   0 36.5g  33g  17g S  0.0 56.8   0:00.00 java               
19776 cassandr  20   0 36.5g  33g  17g S  0.0 56.8   0:00.15 java               
19777 cassandr  20   0 36.5g  33g  17g S  0.0 56.8   0:00.00 java               
19825 cassandr  24   4 36.5g  33g  17g S  0.0 56.8   0:00.00 java               
19826 cassandr  20   0 36.5g  33g  17g S  0.0 56.8   0:01.04 java               
